case,group,Ncomp,Ntension,M,V,T,ratio
service full125,B2,0.0,271.43123136181384,457730.2966343615,8769.414733256646,8725.836606906503,0.47600558885002336
service full125,T1,10821.927446659944,9703.610096600203,208817.61678972002,7194.438060123743,1631.0289647236011,0.9564333847074061
service full125,T-W,6493.864699843733,5389.606964518657,157224.55712643004,6332.3174399786285,59924.78071343799,0.7040735686349404
service full125,B-WO,202.91081782410038,131.44672880426515,44400.33272732382,1947.3532148448455,4857.969556589691,0.638089496275868
service full125,S3,11401.319480796856,0.0,29730.442731781444,472.9721204797954,1612.4171910230077,0.27076047263382996
service full125,S1,99.22151249999993,0.0,0.0,0.0,0.0,0.000888942855189316
service full125,T-S,1706.7272049424064,1084.8656097562925,7070.260997575161,482.1478477364606,253.1153984794539,0.38143968257942396
service full125,N1,6386.655703024427,0.0,8460.278994384675,122.83223109069631,1120.890422337541,0.10542588151048042
service full125,T-E,13549.890212565437,14276.90489475958,29874.978024700635,4655.52615555868,75535.40426973495,0.6807575695207455
service full125,W2,12991.900408014531,0.0,95172.60330181861,1175.6884345852588,7.26520528588538,0.6579005687041095
service full125,O3,662.6672585742199,0.0,58568.34613747214,2971.254919196521,1681.9457733299373,0.801861865956794
service full125,W3,3605.6912307971998,0.0,57354.99796514346,711.5413325435119,387.56099952496305,0.35832295110079787
service full125,N2,19351.461591322288,0.0,65824.51281120996,835.6182011875001,484.9602749777426,0.5476514009237775
service full125,O2,1083.466536378488,0.0,323603.138863324,13006.785862807701,2365.5233590431003,0.8324569838864363
service full125,T-SO,9.327091769082472,0.0,66200.47538560671,1918.2220433649265,43219.048615701344,0.14331585476593287
service full125,T-N,11233.467887739225,9393.624291371147,18226.885320856734,6407.235377301471,3807.404120384672,0.5922987083032373
service patch1000,B3,165.3043719357811,0.0,92537.58125589778,1764.1375668553503,12877.612744930057,0.09675375135380927
service patch1000,W1,1870.7528515108868,0.0,23751.815159645317,278.4146088821597,538.7391993364288,0.1513082081327339
service patch1000,S2,4287.8251809490675,0.0,16666.784681769655,304.52658747848506,836.4181013542925,0.13259263713476285
service patch1000,W4,4222.852760960756,0.0,8351.501690445994,68.95989459194604,522.1701541663489,0.08542017944123612
service patch1000,B2,0.0,101.33316982211545,230231.54302883087,3974.2884121702973,5638.854784649669,0.2393344673900935
