case,point,solver_node,kind,adjacent_members,x_east_in,y_north_in,z_up_in,FX_lb,FY_lb,FZ_lb,MX_lb_in,MY_lb_in,MZ_lb_in
service_patches,TS-P033,N103,interior_applied_load,,96.125,0.0,115.0,-1.2375102720341147e-08,-6.723893284240049,4.3293275631128836e-09,-6.636775351509527e-09,-1.5447680582113992e-10,1.6858522133844644e-08
service_patches,TS-P034,N319,interior_applied_load,,96.125,0.0,117.5,7.3393115308332835e-09,-2.36758624458688,5.033963684812025e-09,-9.12365538044503e-10,1.5300450329702751e-10,2.6384662910313413e-09
service_patches,TS-P035,N320,interior_applied_load,,96.125,0.0,134.437,-1.325927425913068e-13,-4.735172485307469,-1.7589339873401458e-13,-8.275349094844139e-13,8.251159288678173e-15,-2.894642903553288e-13
service_patches,TS-P036,N321,interior_applied_load,,96.125,0.0,151.373,-1.832994422912293e-08,-2.3675862430234305,5.70422786783098e-08,1.4434680561947744e-08,1.0477630883190644e-10,8.855203414981361e-08
service_patches,TS-P037,N335,interior_applied_load,,96.125,0.0,153.373,4.9927558931465096e-09,-16.991343856450182,-2.611631936085505e-07,3.501853210138835e-07,-7.353770918762473e-11,1.0031077886757856e-07
service_patches,TS-P038,N104,interior_applied_load,,106.802,0.0,115.0,3.5410755887750383e-12,-26.058054765067904,-5.738113938266433e-12,-5.590078896343583e-13,-7.520727272391723e-12,1.8054650169646682e-10
service_patches,TS-P039,N105,interior_applied_load,,110.361,0.0,115.0,8.212470535713443e-12,-6.723893202308774,-5.589780549014382e-12,-3.916694810350446e-13,6.53999729118653e-12,1.0778979746276365e-10
service_patches,TS-P040,N561,interior_applied_load,,110.361,0.0,153.373,-1.6269220435021995e-12,-13.447786458332144,-3.6244550676453026e-12,-6.230732419998346e-14,3.2613972581228865e-11,-3.6134891610993704e-11
service_patches,TS-P041,N336,interior_applied_load,,117.479,0.0,134.187,-2.9474017973663688e-12,-8.026152881095292,-3.789940067299092e-13,-9.630340901540265e-13,-4.530505285236875e-13,2.671245053039492e-12
service_patches,TS-P042,N106,interior_applied_load,,128.156,0.0,115.0,2.702400467798958e-12,-30.540650251154258,-8.013293616890854e-13,2.727216853339442e-13,6.966250001714112e-13,1.7448450389730458e-11
service_patches,TS-P043,N107,interior_applied_load,,138.833,0.0,115.0,-4.574765851385079e-08,-14.750046056142253,-3.1549807902882346e-09,6.057939015785874e-08,-9.11055655322238e-10,1.194354525050162e-07
service_patches,TS-P044,N322,interior_applied_load,,138.833,0.0,117.5,2.580821271964332e-08,-2.3675862425074485,-1.4223477749372104e-08,-8.226410281264517e-09,-1.1255735083863522e-09,5.1909266047380625e-08
service_patches,TS-P045,N323,interior_applied_load,,138.833,0.0,134.437,8.968773421439314e-14,-4.735172485296107,-1.136733861918236e-13,2.4303633399257225e-13,6.22272920478793e-15,-1.0538667449210837e-12
